Name,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,WAR,BIP,BABIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%,좌%,좌중%,중%,우중%,우%,당%,밀%,좌,좌중,중,우중,우,당,밀,좌_안타,좌중_안타,중_안타,우중_안타,우_안타,당_안타,밀_안타,좌_안타비율,좌중안타비율,중안타비율,우중안타비율,우안타비율,당안타비율,밀안타비율
최지강,38,0,38,2,0,0,2,0,1,12,33.1,8,9,14.70,153,30,2,2,3,18,6,2,31,2,0,3,2.16,2.43,3.97,4.07,5.09,1.44,0.91,94,0.287,57.1,6.1,34.7,40.8,2.0,1.4,7.5,10.0,22.4,23.5,15.3,18.4,20.4,65.1,34.9,22,23,15,18,20,54,29,6,5,5,6,8,18,7,0.273,0.217,0.333,0.333,0.400,0.333,0.241
이병헌,38,0,38,4,0,0,5,0,0,6,35.1,10,14,14.10,153,33,4,1,2,19,1,1,30,1,1,0,2.55,3.57,3.59,3.74,4.42,1.47,1.19,100,0.310,53.4,5.8,37.9,43.7,2.9,1.2,4.4,9.1,20.4,30.1,17.5,14.6,17.5,49.4,50.6,21,31,18,15,18,42,43,7,10,6,4,6,10,17,0.333,0.323,0.333,0.267,0.333,0.238,0.395
노경은,37,0,37,4,0,0,5,3,0,17,40.2,11,13,18.50,167,32,2,0,8,16,2,2,31,1,0,0,2.43,2.88,4.09,4.01,5.86,1.18,1.19,110,0.218,50.8,4.2,41.5,45.8,3.4,1.1,14.8,9.4,20.5,17.1,23.1,21.4,17.9,67.8,32.2,24,20,27,25,21,61,29,8,4,9,3,8,16,7,0.333,0.200,0.333,0.120,0.381,0.262,0.241
장현식,37,0,37,2,0,0,1,2,0,8,33.2,19,25,20.90,157,34,8,0,5,21,2,1,36,4,0,3,5.08,6.68,5.59,5.79,5.32,1.63,0.18,93,0.312,50.0,5.1,43.9,49.0,1.0,1.0,10.4,5.9,23.5,17.3,18.4,26.5,14.3,58.8,41.3,23,17,18,26,14,47,33,8,9,3,8,6,21,10,0.348,0.529,0.167,0.308,0.429,0.447,0.303
조병현,37,0,37,7,0,0,2,2,0,10,35.0,14,14,13.00,140,26,7,0,4,12,2,0,40,0,0,2,3.60,3.60,3.34,3.25,3.94,1.09,1.19,82,0.268,39.5,7.0,51.2,58.1,2.3,0.7,8.0,7.7,22.1,19.8,18.6,19.8,19.8,50.0,50.0,19,17,16,17,17,35,35,5,7,4,7,3,13,9,0.263,0.412,0.250,0.412,0.176,0.371,0.257
한두솔,37,0,37,4,0,0,0,1,0,2,30.2,17,24,18.70,149,33,4,1,1,18,3,1,34,5,0,0,4.99,7.04,5.49,5.24,3.84,1.66,0.38,91,0.352,50.0,5.3,39.4,44.7,5.3,1.1,2.4,12.1,19.1,27.7,18.1,18.1,17.0,53.2,46.8,18,26,17,17,16,41,36,8,4,9,4,8,13,11,0.444,0.154,0.529,0.235,0.500,0.317,0.306
김재열,37,0,37,3,0,0,1,1,0,7,39.1,7,7,10.25,152,24,7,1,2,13,0,2,41,1,0,0,1.60,1.60,2.35,2.43,3.15,0.94,1.50,95,0.232,32.7,11.2,52.0,63.3,4.1,0.5,3.2,0.0,21.6,14.4,18.6,26.8,18.6,58.2,41.8,21,14,18,26,18,46,33,9,1,3,4,7,14,7,0.429,0.071,0.167,0.154,0.389,0.304,0.212
김상수,36,0,36,4,0,0,2,0,1,10,36.1,15,15,20.70,152,31,4,1,2,11,2,0,25,1,1,3,3.72,3.72,5.13,5.03,4.25,1.16,0.59,109,0.266,52.6,2.6,43.0,45.6,1.8,1.2,3.8,9.7,15.8,16.7,22.8,22.8,21.9,55.7,44.3,18,19,26,26,25,49,39,6,5,10,5,5,13,8,0.333,0.263,0.385,0.192,0.200,0.265,0.205
전미르,36,0,36,6,0,0,1,5,1,5,33.2,22,28,22.50,155,33,10,0,4,21,1,2,34,4,0,3,5.88,7.49,6.01,5.63,5.02,1.60,0.35,92,0.315,52.5,2.0,43.4,45.5,2.0,1.2,8.9,0.0,25.3,25.3,12.1,16.2,21.2,55.2,44.8,25,25,12,16,21,48,39,10,7,3,4,9,20,10,0.400,0.280,0.250,0.250,0.429,0.417,0.256
최지민,35,0,35,2,0,0,2,2,2,9,28.1,10,11,13.05,135,21,5,0,0,27,2,0,20,2,0,5,3.18,3.49,4.15,4.16,5.61,1.69,0.78,85,0.247,43.0,4.7,48.8,53.5,3.5,0.8,0.0,14.3,22.1,19.8,18.6,20.9,18.6,61.4,38.6,19,17,16,18,16,43,27,10,4,2,2,3,12,7,0.526,0.235,0.125,0.111,0.188,0.279,0.259
김민수,35,0,35,4,0,0,3,1,0,9,39.2,26,29,29.15,178,47,9,3,3,14,1,0,32,2,0,3,5.90,6.58,6.61,6.55,4.26,1.54,0.00,127,0.347,55.0,3.1,41.2,44.3,0.8,1.2,5.2,10.6,26.0,17.6,16.0,21.4,19.1,63.6,36.4,34,23,21,28,25,70,40,16,7,7,7,10,25,15,0.471,0.304,0.333,0.250,0.400,0.357,0.375
김진성,34,0,34,3,0,0,1,1,1,14,33.2,11,11,14.45,142,26,6,0,4,14,5,2,33,0,0,1,2.94,2.94,3.86,4.02,4.91,1.19,0.82,85,0.259,26.7,13.3,56.7,70.0,3.3,0.4,6.3,0.0,29.2,18.0,13.5,18.0,21.3,57.1,42.9,26,16,12,16,19,44,33,9,3,3,2,9,19,4,0.346,0.188,0.250,0.125,0.474,0.432,0.121
한재승,33,0,33,4,0,0,1,1,0,6,28.2,10,10,10.10,123,24,4,0,0,15,0,0,32,1,0,4,3.14,3.14,3.17,3.18,3.03,1.36,0.88,76,0.316,50.0,3.9,43.4,47.4,2.6,1.1,0.0,0.0,22.4,19.7,26.3,13.2,18.4,57.1,42.9,17,15,20,10,14,32,24,9,4,7,1,3,10,7,0.529,0.267,0.350,0.100,0.214,0.313,0.292
이우찬,33,1,32,2,0,0,3,2,0,6,27.1,28,30,27.80,141,36,6,1,2,23,1,0,27,3,0,2,9.22,9.88,9.15,9.13,5.32,2.16,-0.58,87,0.391,51.1,7.8,38.9,46.7,2.2,1.1,4.8,13.9,25.8,25.8,18.0,13.5,16.9,56.2,43.8,23,23,16,12,15,41,32,12,8,5,3,8,17,14,0.522,0.348,0.313,0.250,0.533,0.415,0.438
조상우,33,0,33,0,0,0,0,1,0,8,29.1,12,15,14.45,124,25,1,0,2,15,0,1,27,0,0,1,3.68,4.60,4.43,4.67,4.19,1.36,0.52,78,0.295,41.5,1.2,56.1,57.3,1.2,0.7,4.3,0.0,14.6,20.7,18.3,11.0,35.4,59.7,40.3,12,17,15,9,29,40,27,4,4,4,3,10,16,5,0.333,0.235,0.267,0.333,0.345,0.400,0.185
이로운,33,0,33,7,0,0,1,0,1,8,35.0,14,19,18.00,156,36,3,2,0,19,0,2,25,2,0,1,3.60,4.89,4.63,4.60,4.01,1.57,0.57,110,0.327,45.5,2.7,48.2,50.9,3.6,0.9,0.0,11.1,17.0,14.3,22.3,24.1,22.3,54.0,46.0,19,16,25,27,25,47,40,10,6,9,4,7,14,13,0.526,0.375,0.360,0.148,0.280,0.298,0.325
이용찬,33,0,33,25,0,0,3,4,12,1,33.2,11,12,13.75,143,36,5,1,3,11,1,1,32,1,0,5,2.94,3.21,3.68,3.70,3.99,1.40,0.98,93,0.355,42.4,5.1,48.5,53.5,4.0,0.8,5.7,11.1,20.2,24.2,15.2,21.2,19.2,48.8,51.2,20,24,15,21,19,41,43,7,7,8,5,9,18,10,0.350,0.292,0.533,0.238,0.474,0.439,0.233
김재윤,33,0,33,5,0,0,3,4,1,16,36.0,13,15,17.05,151,26,4,0,6,19,0,4,25,1,0,1,3.25,3.75,4.26,4.05,5.83,1.25,0.70,99,0.202,30.8,10.3,54.2,64.5,4.7,0.5,8.7,11.5,25.7,23.8,10.5,20.0,20.0,62.8,37.2,27,25,11,21,21,59,35,6,3,3,4,10,21,2,0.222,0.120,0.273,0.190,0.476,0.356,0.057
김범수,32,0,32,6,0,0,0,0,0,3,28.1,16,16,17.85,130,24,1,0,8,17,5,1,33,2,0,3,5.08,5.08,5.67,5.57,6.95,1.45,0.25,67,0.239,49.3,4.0,44.0,48.0,2.7,1.0,22.2,8.3,18.7,18.7,22.7,18.7,21.3,69.0,31.0,14,14,17,14,16,40,18,5,3,5,4,7,14,5,0.357,0.214,0.294,0.286,0.438,0.350,0.278
곽도규,32,0,32,0,0,0,2,1,0,7,25.1,10,11,10.45,110,17,2,0,2,19,0,0,31,1,0,4,3.55,3.91,3.71,3.77,4.41,1.42,0.77,58,0.259,61.7,6.7,30.0,36.7,1.7,1.7,9.1,5.9,22.0,22.0,18.6,25.4,11.9,62.5,37.5,13,13,11,15,7,30,18,6,2,7,1,1,7,3,0.462,0.154,0.636,0.067,0.143,0.233,0.167
김택연,32,0,32,10,0,0,2,0,4,4,32.0,9,10,9.50,132,21,6,0,1,16,1,0,36,1,0,1,2.53,2.81,2.67,2.76,3.41,1.16,1.27,76,0.263,34.2,6.3,58.2,64.6,1.3,0.5,2.0,0.0,26.9,15.4,20.5,20.5,16.7,46.8,53.2,21,12,16,16,13,29,33,8,2,4,3,4,12,5,0.381,0.167,0.250,0.188,0.308,0.414,0.152
임창민,32,0,32,1,0,0,1,0,0,18,28.0,12,14,11.45,134,30,5,0,2,20,0,0,28,3,0,3,3.86,4.50,3.68,3.56,4.77,1.79,0.64,84,0.333,32.6,10.5,53.5,64.0,3.5,0.5,3.6,3.3,28.6,17.9,10.7,19.0,23.8,53.3,46.7,24,15,9,16,20,40,35,12,2,4,4,8,17,9,0.500,0.133,0.444,0.250,0.400,0.425,0.257
전상현,32,0,32,4,0,0,2,3,2,10,28.2,15,15,14.00,112,24,3,0,3,4,2,0,18,0,0,1,4.71,4.71,4.40,4.62,4.53,0.98,0.66,84,0.250,31.8,8.0,56.8,64.8,3.4,0.5,5.3,8.3,24.1,19.5,19.5,17.2,19.5,54.9,45.1,21,17,17,15,17,39,32,8,3,4,3,6,17,3,0.381,0.176,0.235,0.200,0.353,0.436,0.094
유영찬,31,0,31,25,0,0,4,2,15,1,31.1,7,7,14.05,140,32,5,0,1,12,1,2,40,2,1,2,2.01,2.01,4.04,4.13,2.58,1.40,0.82,85,0.365,43.7,10.3,43.7,54.0,2.3,0.8,2.1,9.4,17.6,24.7,21.2,14.1,22.4,61.2,38.8,15,21,18,12,19,41,26,9,7,5,3,8,20,7,0.600,0.333,0.278,0.250,0.421,0.488,0.269
김규연,31,1,30,6,0,0,1,0,0,2,31.2,18,20,20.40,138,30,5,0,2,13,4,1,21,2,0,1,5.12,5.68,5.80,5.57,4.96,1.36,0.28,95,0.295,51.0,4.0,40.0,44.0,5.0,1.2,4.5,13.3,17.0,21.0,18.0,24.0,20.0,57.3,42.7,17,21,18,24,20,47,35,6,8,4,7,5,14,12,0.353,0.381,0.222,0.292,0.250,0.298,0.343
오승환,30,0,30,28,0,0,1,2,21,0,32.1,6,6,7.90,136,30,9,0,2,8,2,1,24,1,0,5,1.67,1.67,2.20,2.11,3.94,1.18,1.47,97,0.289,44.1,8.8,44.1,52.9,2.9,0.8,3.7,10.0,25.7,18.8,16.8,17.8,20.8,56.0,44.0,26,19,17,18,21,47,37,9,4,7,2,8,15,8,0.346,0.211,0.412,0.111,0.381,0.319,0.216
김유영,30,2,28,4,0,0,1,2,1,4,31.1,14,19,15.70,141,32,6,0,1,11,3,0,33,7,1,2,4.02,5.46,4.51,4.55,3.33,1.37,0.54,91,0.341,54.3,2.1,41.5,43.6,2.1,1.2,2.4,3.1,21.3,19.1,21.3,19.1,19.1,62.2,37.8,20,18,20,18,18,46,28,8,4,7,5,8,16,9,0.400,0.222,0.350,0.278,0.444,0.348,0.321
김태훈,30,0,30,5,0,0,2,1,0,11,30.0,11,11,13.40,128,27,3,1,1,10,3,0,20,1,0,2,3.30,3.30,4.02,4.01,4.27,1.23,0.44,94,0.277,45.3,5.3,46.3,51.6,3.2,0.9,2.0,3.7,15.8,18.9,15.8,27.4,22.1,66.3,33.8,15,18,15,26,21,53,27,7,4,5,7,4,18,4,0.467,0.222,0.333,0.269,0.190,0.340,0.148
이민우,30,0,30,5,0,0,1,1,1,6,25.1,7,7,11.10,105,25,4,0,3,8,0,0,26,0,0,1,2.49,2.49,3.94,3.90,4.02,1.30,0.69,66,0.333,49.3,4.2,43.7,47.9,2.8,1.0,8.8,8.0,20.0,27.1,12.9,25.7,14.3,59.0,41.0,14,19,9,18,10,36,25,6,8,3,4,4,13,9,0.429,0.421,0.333,0.222,0.400,0.361,0.360
문성현,30,0,30,6,0,0,0,2,3,2,29.1,16,16,16.50,136,40,4,2,1,12,2,0,22,1,0,1,4.91,4.91,5.06,5.00,4.21,1.77,0.41,99,0.394,42.0,3.0,51.0,54.0,4.0,0.8,1.9,7.5,27.0,17.0,13.0,22.0,21.0,49.4,50.6,27,17,13,22,21,43,44,12,8,6,5,9,17,17,0.444,0.471,0.462,0.227,0.429,0.395,0.386
박치국,30,0,30,6,0,0,0,2,1,2,26.0,19,19,18.00,126,35,2,0,5,9,7,1,16,1,0,0,6.58,6.58,6.23,6.31,6.74,1.69,0.02,87,0.345,46.8,7.4,42.6,50.0,3.2,0.9,10.6,20.0,24.5,25.5,11.7,17.0,21.3,57.8,42.2,23,24,11,16,20,48,35,13,11,0,4,7,21,14,0.565,0.458,0.000,0.250,0.350,0.438,0.400
한승혁,29,0,29,1,0,0,1,4,0,6,27.1,16,17,16.30,123,29,5,0,0,15,1,0,27,1,0,2,5.27,5.60,5.37,5.21,3.55,1.61,0.35,78,0.372,50.0,1.3,43.8,45.0,5.0,1.1,0.0,6.9,18.8,13.8,16.3,25.0,26.3,62.7,37.3,15,11,13,20,21,42,25,8,4,6,3,8,16,7,0.533,0.364,0.462,0.150,0.381,0.381,0.280
정해영,29,0,29,25,0,0,2,1,19,0,29.1,7,7,9.90,127,32,3,1,4,10,1,2,32,1,0,0,2.15,2.15,3.04,3.09,4.15,1.43,1.23,80,0.350,44.0,4.8,51.2,56.0,0.0,0.8,8.5,3.1,22.9,31.3,14.5,14.5,16.9,60.6,39.4,19,26,12,12,14,43,28,7,9,5,3,8,18,9,0.368,0.346,0.417,0.250,0.571,0.419,0.321
주권,29,1,28,8,0,0,1,1,0,0,38.1,28,32,32.35,168,51,8,2,5,8,3,0,21,2,0,0,6.57,7.51,7.60,7.31,5.27,1.54,-0.14,127,0.362,52.9,0.7,42.6,43.4,3.7,1.2,8.5,9.8,16.3,20.7,27.4,22.2,13.3,49.5,50.5,22,28,37,30,18,49,50,9,6,17,11,7,17,17,0.409,0.214,0.459,0.367,0.389,0.347,0.340
주현상,29,0,29,20,0,0,4,1,7,2,32.2,6,6,6.70,121,22,1,2,4,4,0,0,31,0,0,0,1.65,1.65,1.85,1.83,3.67,0.80,1.77,81,0.222,36.0,8.1,52.3,60.5,3.5,0.6,7.7,9.1,19.0,17.9,25.0,17.9,20.2,54.7,45.3,16,15,21,15,17,35,29,7,3,4,4,4,14,4,0.438,0.200,0.190,0.267,0.235,0.400,0.138
이준영,29,0,29,4,0,0,1,0,0,4,17.1,6,9,10.85,80,19,5,0,1,9,2,2,14,2,0,0,3.12,4.67,5.63,5.62,4.48,1.62,0.18,54,0.333,50.9,3.6,43.6,47.3,1.8,1.1,3.8,5.3,10.9,14.5,18.2,34.5,21.8,60.0,40.0,6,8,10,19,12,27,18,3,1,4,3,8,11,4,0.500,0.125,0.400,0.158,0.667,0.407,0.222
이승현,29,0,29,2,0,0,4,1,1,4,32.2,14,14,15.40,132,32,8,1,3,8,2,0,28,0,0,0,3.86,3.86,4.24,4.07,4.10,1.22,0.44,91,0.319,37.2,3.2,55.3,58.5,4.3,0.6,5.5,3.1,25.3,19.5,19.5,20.1,15.6,59.7,40.3,39,30,30,31,24,74,50,11,7,16,7,5,22,8,0.282,0.233,0.533,0.226,0.208,0.297,0.160
이승현,29,0,29,2,0,0,4,1,1,4,32.2,14,14,15.40,132,32,8,1,3,8,2,0,28,0,0,0,3.86,3.86,4.24,4.07,4.10,1.22,0.44,149,0.289,51.3,5.8,38.3,44.2,4.5,1.2,4.4,6.5,19.6,18.5,17.4,15.2,29.3,51.9,48.1,18,17,16,14,27,40,37,5,4,7,3,13,12,13,0.278,0.235,0.438,0.214,0.481,0.300,0.351
이승현,29,0,29,2,0,0,4,1,1,4,32.2,14,14,15.40,132,32,8,1,3,8,2,0,28,0,0,0,3.86,3.86,4.24,4.07,4.10,1.22,0.44,149,0.289,51.3,5.8,38.3,44.2,4.5,1.2,4.4,6.5,25.3,19.5,19.5,20.1,15.6,59.7,40.3,39,30,30,31,24,74,50,11,7,16,7,5,22,8,0.282,0.233,0.533,0.226,0.208,0.297,0.160
이승현,29,0,29,2,0,0,4,1,1,4,32.2,14,14,15.40,132,32,8,1,3,8,2,0,28,0,0,0,3.86,3.86,4.24,4.07,4.10,1.22,0.44,91,0.319,37.2,3.2,55.3,58.5,4.3,0.6,5.5,3.1,19.6,18.5,17.4,15.2,29.3,51.9,48.1,18,17,16,14,27,40,37,5,4,7,3,13,12,13,0.278,0.235,0.438,0.214,0.481,0.300,0.351
김대현,28,0,28,7,0,0,2,0,1,1,28.1,16,16,19.80,125,28,4,1,5,13,1,0,25,0,0,5,5.08,5.08,6.29,6.32,5.63,1.45,0.09,81,0.284,34.9,4.7,55.8,60.5,4.7,0.6,9.6,10.7,30.2,17.4,15.1,23.3,14.0,58.9,41.1,26,15,13,20,12,43,30,8,4,4,6,6,16,8,0.308,0.267,0.308,0.300,0.500,0.372,0.267
최민준,28,0,28,3,0,0,1,0,0,0,35.2,21,23,26.45,173,48,5,1,5,18,3,1,36,2,0,0,5.30,5.80,6.67,6.61,5.08,1.85,0.08,109,0.395,45.7,0.9,50.0,50.9,3.4,0.9,8.5,6.3,16.4,19.8,23.3,19.0,21.6,68.5,31.5,19,23,27,22,25,61,28,7,7,13,9,12,24,11,0.368,0.304,0.481,0.409,0.480,0.393,0.393
홍건희,27,0,27,14,0,0,2,1,9,0,26.1,6,7,8.55,113,23,1,0,1,15,1,4,20,0,0,5,2.05,2.39,2.92,3.10,4.40,1.44,1.08,72,0.306,49.4,6.5,41.6,48.1,2.6,1.0,2.7,8.7,24.7,16.9,18.2,19.5,20.8,61.9,38.1,19,13,14,15,16,39,24,9,0,3,5,6,15,5,0.474,0.000,0.214,0.333,0.375,0.385,0.208
최준용,27,0,27,4,0,0,1,2,0,3,21.2,13,13,15.55,105,28,2,1,2,14,1,1,12,1,0,1,5.40,5.40,6.46,5.99,5.92,1.94,0.09,74,0.351,38.5,5.1,55.1,60.3,1.3,0.6,4.3,3.6,26.0,18.2,16.9,18.2,20.8,53.1,46.9,20,14,13,14,16,34,30,10,5,3,3,7,14,11,0.500,0.357,0.231,0.214,0.438,0.412,0.367
이영하,27,1,26,7,0,0,3,0,2,1,32.2,14,16,16.65,155,35,5,2,1,21,0,0,28,2,0,5,3.86,4.41,4.59,4.77,4.42,1.71,0.53,105,0.324,47.2,2.8,45.3,48.1,4.7,1.0,2.0,2.9,21.7,17.0,19.8,21.7,19.8,65.9,34.1,23,18,21,23,21,56,29,10,4,8,3,10,18,9,0.435,0.222,0.381,0.130,0.476,0.321,0.310
문승원,27,0,27,25,0,0,2,1,16,0,28.0,9,9,11.75,114,22,4,0,2,10,0,2,25,2,0,1,2.89,2.89,3.78,3.63,3.82,1.14,0.90,77,0.260,47.5,5.0,43.8,48.8,3.8,1.0,5.1,4.5,20.3,15.2,21.5,22.8,20.3,61.3,38.7,16,12,17,18,16,38,24,5,3,3,7,4,13,6,0.313,0.250,0.176,0.389,0.250,0.342,0.250
손동현,27,0,27,5,0,0,1,1,1,2,30.0,20,23,26.60,145,40,5,1,4,13,1,0,18,3,0,2,6.00,6.90,7.98,7.89,5.73,1.77,-0.28,106,0.340,30.1,11.5,57.5,69.0,0.9,0.4,5.1,2.5,23.9,17.4,22.9,13.8,22.0,60.0,40.0,26,19,25,15,24,51,34,11,6,7,8,8,24,9,0.423,0.316,0.280,0.533,0.333,0.471,0.265
김영규,27,0,27,1,0,0,2,1,1,8,26.2,9,12,9.70,108,22,3,0,1,10,1,0,26,2,0,0,3.04,4.05,3.27,3.31,3.49,1.20,0.82,68,0.309,62.0,4.2,28.2,32.4,5.6,1.9,4.3,9.1,4.3,25.7,17.1,27.1,25.7,56.9,43.1,3,18,12,19,18,33,25,0,6,7,3,6,8,7,0.000,0.333,0.583,0.158,0.333,0.242,0.280
김민,26,1,25,0,0,0,1,1,0,6,30.0,16,16,12.55,128,30,4,0,2,10,1,0,32,3,0,1,4.80,4.80,3.77,3.81,3.46,1.33,0.59,83,0.337,77.6,0.0,20.0,20.0,2.4,3.9,11.8,13.3,15.3,20.0,18.8,27.1,18.8,73.9,26.1,13,17,16,23,16,51,18,4,3,8,8,7,17,5,0.308,0.176,0.500,0.348,0.438,0.333,0.278
장시환,26,0,26,2,0,0,2,2,0,2,29.0,14,15,11.25,128,25,3,1,0,18,1,0,26,2,0,0,4.34,4.66,3.49,3.46,3.99,1.48,0.74,81,0.309,56.6,3.6,36.1,39.8,3.6,1.4,0.0,16.0,26.5,27.7,18.1,14.5,13.3,60.3,39.7,22,23,15,12,11,41,27,6,4,8,4,3,8,9,0.273,0.174,0.533,0.333,0.273,0.195,0.333
김재웅,26,0,26,1,0,0,0,2,0,7,23.2,9,9,11.25,107,24,3,1,2,12,1,1,19,3,0,1,3.42,3.42,4.28,4.48,4.90,1.52,0.52,72,0.306,52.0,1.3,42.7,44.0,4.0,1.2,6.1,0.0,24.0,20.0,18.7,20.0,17.3,67.2,32.8,18,15,14,15,13,41,20,7,4,3,5,5,15,6,0.389,0.267,0.214,0.333,0.385,0.366,0.300
박영현,26,0,26,20,0,0,4,2,6,0,31.0,19,19,18.85,129,33,3,0,6,8,0,2,39,0,0,0,5.52,5.52,5.47,5.47,4.06,1.32,0.22,76,0.355,32.9,3.7,59.8,63.4,3.7,0.5,11.5,9.1,24.7,18.5,16.0,12.3,28.4,55.9,44.1,20,15,13,10,23,38,30,7,4,6,3,13,21,6,0.350,0.267,0.462,0.300,0.565,0.553,0.200
최하늘,26,0,26,4,0,0,1,1,0,1,32.0,19,20,20.85,138,25,4,0,2,16,4,0,18,3,0,2,5.34,5.63,5.86,5.75,5.48,1.28,-0.02,95,0.242,40.0,5.0,49.0,54.0,6.0,0.7,3.7,0.0,17.0,14.0,22.0,20.0,27.0,60.3,39.7,17,14,22,20,27,47,31,6,1,6,3,9,16,3,0.353,0.071,0.273,0.150,0.333,0.340,0.097
박명근,26,0,26,2,0,0,1,1,1,8,21.1,10,10,11.85,95,19,2,0,4,9,3,0,10,2,0,0,4.22,4.22,5.00,5.31,7.00,1.31,0.19,68,0.221,38.4,9.6,50.7,60.3,1.4,0.6,9.1,10.5,18.1,20.8,22.2,19.4,19.4,55.4,44.6,13,15,16,14,14,31,25,6,3,5,3,2,8,6,0.462,0.200,0.313,0.214,0.143,0.258,0.240
임정호,25,0,25,5,0,0,1,2,1,5,19.0,11,12,11.80,92,21,1,0,3,12,1,1,17,1,0,0,5.21,5.68,5.59,5.66,5.80,1.74,0.09,55,0.327,46.8,1.6,43.5,45.2,8.1,1.0,10.7,4.8,21.0,25.8,21.0,17.7,14.5,53.1,46.9,13,16,13,11,9,26,23,7,2,6,3,3,9,6,0.538,0.125,0.462,0.273,0.333,0.346,0.261
김원중,25,0,25,21,0,0,0,2,14,0,28.0,7,7,7.70,115,19,2,0,2,14,1,3,28,0,0,0,2.25,2.25,2.47,2.38,3.99,1.18,1.59,68,0.250,56.9,5.6,36.1,41.7,1.4,1.4,6.7,10.5,20.8,12.5,18.1,26.4,22.2,59.3,40.7,15,9,13,19,16,35,24,4,2,6,3,4,7,6,0.267,0.222,0.462,0.158,0.250,0.200,0.250
김성민,25,0,25,1,0,0,2,1,0,7,25.1,2,4,6.20,94,22,3,0,1,5,1,0,20,0,0,3,0.71,1.42,2.20,2.35,3.43,1.07,1.21,67,0.313,55.9,2.9,33.8,36.8,7.4,1.5,4.0,13.6,20.6,17.6,19.1,25.0,17.6,58.2,41.8,14,12,13,17,12,32,23,6,4,5,1,6,9,8,0.429,0.333,0.385,0.059,0.500,0.281,0.348
고효준,24,0,24,2,0,0,2,0,0,5,20.1,17,18,15.05,100,19,4,0,3,20,1,1,25,1,0,2,7.52,7.97,6.66,6.33,6.08,1.92,0.08,50,0.320,48.1,1.9,44.4,46.3,5.6,1.0,12.0,21.1,25.9,22.2,14.8,24.1,13.0,58.7,41.3,14,12,8,13,7,27,19,5,3,3,5,3,14,2,0.357,0.250,0.375,0.385,0.429,0.519,0.105
주승우,24,0,24,13,0,0,0,5,7,4,22.0,14,14,14.70,96,24,8,0,3,5,2,2,19,0,0,1,5.73,5.73,6.01,6.23,4.37,1.32,0.12,66,0.318,41.4,2.9,51.4,54.3,4.3,0.8,7.9,12.5,24.6,20.3,17.4,17.4,20.3,57.9,42.1,17,14,12,12,14,33,24,7,6,4,3,4,11,9,0.412,0.429,0.333,0.250,0.286,0.333,0.375
박상원,24,0,24,6,0,0,0,2,1,3,21.1,17,18,17.65,97,24,8,0,1,10,2,0,21,1,0,6,7.17,7.59,7.45,7.33,4.04,1.59,-0.12,63,0.365,35.9,7.8,54.7,62.5,1.6,0.6,2.5,0.0,27.0,20.6,15.9,20.6,15.9,48.1,51.9,17,13,10,13,10,26,28,6,5,2,8,3,10,12,0.353,0.385,0.200,0.615,0.300,0.385,0.429
